HistoricCandle(open=Quotation(units=590, nano=300000000), high=Quotation(units=590, nano=300000000), low=Quotation(units=590, nano=300000000), close=Quotation(units=590, nano=300000000), volume=5, time=datetime.datetime(2023, 9, 2, 11, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=2, time=datetime.datetime(2023, 9, 2, 12, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=18, time=datetime.datetime(2023, 9, 2, 12, 9, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 12, 11, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 12, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 12, 14, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 16, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=5, time=datetime.datetime(2023, 9, 2, 12, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=4, time=datetime.datetime(2023, 9, 2, 12, 19, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 12, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=6, time=datetime.datetime(2023, 9, 2, 12, 26, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=500000000), close=Quotation(units=590, nano=300000000), volume=137, time=datetime.datetime(2023, 9, 2, 12, 27, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=500000000), volume=9, time=datetime.datetime(2023, 9, 2, 12, 28, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=21, time=datetime.datetime(2023, 9, 2, 12, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 12, 32, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 12, 33, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=4, time=datetime.datetime(2023, 9, 2, 12, 34, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=2, time=datetime.datetime(2023, 9, 2, 12, 36, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 37, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=2, time=datetime.datetime(2023, 9, 2, 12, 38, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 12, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=2, time=datetime.datetime(2023, 9, 2, 12, 40, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=7, time=datetime.datetime(2023, 9, 2, 12, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=10, time=datetime.datetime(2023, 9, 2, 12, 43, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=4, time=datetime.datetime(2023, 9, 2, 12, 44, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=7, time=datetime.datetime(2023, 9, 2, 12, 45, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 47, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 12, 52, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=4, time=datetime.datetime(2023, 9, 2, 12, 54, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=5, time=datetime.datetime(2023, 9, 2, 12, 58, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=8, time=datetime.datetime(2023, 9, 2, 12, 59, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=13, time=datetime.datetime(2023, 9, 2, 13, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=13, time=datetime.datetime(2023, 9, 2, 13, 4, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=2, time=datetime.datetime(2023, 9, 2, 13, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 13, 10, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=25, time=datetime.datetime(2023, 9, 2, 13, 12, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=24, time=datetime.datetime(2023, 9, 2, 13, 13, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 13, 16, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=3, time=datetime.datetime(2023, 9, 2, 13, 18, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=500000000), high=Quotation(units=590, nano=300000000), low=Quotation(units=585, nano=500000000), close=Quotation(units=590, nano=300000000), volume=15, time=datetime.datetime(2023, 9, 2, 13, 19, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=585, nano=500000000), close=Quotation(units=585, nano=500000000), volume=4, time=datetime.datetime(2023, 9, 2, 13, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=8, time=datetime.datetime(2023, 9, 2, 13, 21, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=7, time=datetime.datetime(2023, 9, 2, 13, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=8, time=datetime.datetime(2023, 9, 2, 13, 25, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 13, 26, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=4, time=datetime.datetime(2023, 9, 2, 13, 29, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=9, time=datetime.datetime(2023, 9, 2, 13, 31, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 13, 33, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=3, time=datetime.datetime(2023, 9, 2, 13, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=5, time=datetime.datetime(2023, 9, 2, 13, 36, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 13, 38, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=10, time=datetime.datetime(2023, 9, 2, 13, 39, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=4, time=datetime.datetime(2023, 9, 2, 13, 40, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=3, time=datetime.datetime(2023, 9, 2, 13, 42, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 13, 46, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 13, 49, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 13, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=21, time=datetime.datetime(2023, 9, 2, 13, 51, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=600000000), high=Quotation(units=585, nano=600000000), low=Quotation(units=585, nano=600000000), close=Quotation(units=585, nano=600000000), volume=10, time=datetime.datetime(2023, 9, 2, 13, 53, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=400000000), high=Quotation(units=590, nano=400000000), low=Quotation(units=590, nano=400000000), close=Quotation(units=590, nano=400000000), volume=1, time=datetime.datetime(2023, 9, 2, 13, 56, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=20, time=datetime.datetime(2023, 9, 2, 13, 58, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=8, time=datetime.datetime(2023, 9, 2, 13, 59, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 0, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 1, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=600000000), volume=10, time=datetime.datetime(2023, 9, 2, 14, 2, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=800000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=585, nano=800000000), close=Quotation(units=590, nano=600000000), volume=3, time=datetime.datetime(2023, 9, 2, 14, 3, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=600000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=590, nano=600000000), close=Quotation(units=590, nano=600000000), volume=3, time=datetime.datetime(2023, 9, 2, 14, 8, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=800000000), high=Quotation(units=585, nano=800000000), low=Quotation(units=585, nano=800000000), close=Quotation(units=585, nano=800000000), volume=6, time=datetime.datetime(2023, 9, 2, 14, 9, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=600000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=590, nano=600000000), close=Quotation(units=590, nano=600000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 13, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=600000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=590, nano=600000000), close=Quotation(units=590, nano=600000000), volume=3, time=datetime.datetime(2023, 9, 2, 14, 14, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=600000000), high=Quotation(units=590, nano=600000000), low=Quotation(units=590, nano=600000000), close=Quotation(units=590, nano=600000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 16, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=800000000), high=Quotation(units=585, nano=800000000), low=Quotation(units=585, nano=800000000), close=Quotation(units=585, nano=800000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 17, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=10, time=datetime.datetime(2023, 9, 2, 14, 18, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 20, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 21, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=7, time=datetime.datetime(2023, 9, 2, 14, 22, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=17, time=datetime.datetime(2023, 9, 2, 14, 23, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 24, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 29, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=590, nano=500000000), volume=11, time=datetime.datetime(2023, 9, 2, 14, 33, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 35, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 37, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 43, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 44, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 45, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=585, nano=700000000), high=Quotation(units=585, nano=700000000), low=Quotation(units=585, nano=700000000), close=Quotation(units=585, nano=700000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 46, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=2, time=datetime.datetime(2023, 9, 2, 14, 49, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 50, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=590, nano=500000000), high=Quotation(units=590, nano=500000000), low=Quotation(units=590, nano=500000000), close=Quotation(units=590, nano=500000000), volume=5, time=datetime.datetime(2023, 9, 2, 14, 52, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=591, nano=500000000), high=Quotation(units=591, nano=500000000), low=Quotation(units=591, nano=500000000), close=Quotation(units=591, nano=500000000), volume=516, time=datetime.datetime(2023, 9, 2, 14, 54, tzinfo=datetime.timezone.utc), is_complete=True)
HistoricCandle(open=Quotation(units=587, nano=600000000), high=Quotation(units=587, nano=600000000), low=Quotation(units=587, nano=600000000), close=Quotation(units=587, nano=600000000), volume=1, time=datetime.datetime(2023, 9, 2, 14, 57, tzinfo=datetime.timezone.utc), is_complete=True)
